Channel Name,Neural Interface Compatible,Metaverse Integration Level,Quantum Computing Topics,Holographic Content Rating,Channel ID,Tecnologia ID
Ortiz-Cannon Studios,True,Advanced,1,3D,4091,4426
Rivera LLC Hub,False,Full,3,2D,4092,4427
Bond Group Labs,False,Full,0,3D,4093,4428
Rice-Nelson Hub,True,Advanced,4,2D,4094,4429
Coleman-Vasquez Hub,False,Advanced,13,2D,4095,4430
"Hill, Wolfe and Griffin Network",True,Basic,18,1D,4096,4431
"Mendez, Smith and Flowers Hub",False,Advanced,7,3D,4097,4432
Hernandez-Bailey Network,True,Basic,0,4D,4098,4433
Palmer PLC Network,True,Full,4,3D,4099,4434
Phillips Group Network,False,Basic,2,1D,4100,4435
Davis-Marshall Network,True,Basic,13,4D,4101,4436
Brown Ltd Labs,True,Full,17,2D,2504,4437
Brown Ltd Labs,True,Full,17,2D,2587,4438
Brown Ltd Labs,True,Full,17,2D,4102,4439
Parker-Howard Studios,True,,18,1D,4103,4440
"Brown, Gibson and Harper Network",False,,6,1D,4104,4441
"Ramos, Tucker and Castro Labs",False,Basic,14,3D,4105,4442
"Franco, Young and Jones Labs",False,Advanced,16,2D,4106,4443
Davis-Brown Hub,True,Basic,16,2D,4107,4444
Scott PLC Labs,False,,10,4D,4108,4445
Barnes-Mason Hub,True,Basic,17,2D,4109,4446
Roberts-Levy Labs,True,Basic,0,3D,4110,4447
"Anderson, Phillips and Taylor Hub",True,Full,11,2D,4111,4448
"Fisher, Leach and Jackson Studios",False,,8,1D,4112,4449
Palmer Ltd Studios,False,,16,4D,4113,4450
"Jones, Melton and Sanchez Studios",True,,8,1D,4114,4451
Smith Group Network,False,Full,5,2D,4115,4452
Smith Group Network,False,Full,5,2D,4321,4453
Smith Group Network,False,Full,5,2D,4568,4454
Smith Group Network,False,Full,5,2D,4777,4455
"Roberts, Hayes and Hawkins Hub",True,Basic,8,1D,4116,4456
"Wright, Miller and Khan Network",True,Full,10,2D,4117,4457
Serrano-Sheppard Labs,True,Basic,19,1D,4118,4458
Galloway PLC Network,True,Advanced,13,1D,4119,4459
"Murray, Ramirez and Barrett Hub",False,Basic,2,1D,4120,4460
"Allen, Hall and Pennington Studios",True,Advanced,4,4D,4121,4461
Wright-Kelley Studios,True,Advanced,14,3D,4122,4462
"Soto, Reyes and Morgan Network",True,Full,9,2D,4123,4463
Martin Ltd Labs,True,,20,4D,4124,4464
"Walker, Cabrera and Ray Hub",False,,15,3D,4125,4465
Allen Inc Studios,True,Advanced,11,4D,746,4466
Allen Inc Studios,True,Advanced,11,4D,748,4467
Allen Inc Studios,True,Advanced,11,4D,4126,4468
Morgan-Sellers Studios,False,Full,19,1D,4127,4469
Acosta Group Labs,True,,4,4D,4128,4470
Chen-Mitchell Labs,True,Advanced,16,2D,4129,4471
Owen-Pacheco Network,False,Basic,6,2D,4130,4472
Rangel Ltd Network,False,Advanced,9,1D,4131,4473
Phillips PLC Labs,True,Full,11,3D,850,4474
Phillips PLC Labs,True,Full,11,3D,4132,4475
Chavez-Lee Hub,False,,11,1D,4133,4476
Mccoy Group Hub,True,Basic,16,4D,4134,4477
Strickland-Mata Network,False,Full,3,3D,4135,4478
Woods and Sons Hub,False,,6,2D,4136,4479
Delgado-Daniel Hub,False,Full,6,2D,4137,4480
Walker Ltd Hub,False,Basic,3,3D,4138,4481
"Blanchard, Horton and Grant Studios",True,Full,5,4D,4139,4482
"Anderson, Perez and Martin Labs",False,Basic,3,4D,4140,4483
"Bradley, Gonzalez and Fritz Labs",False,Advanced,0,1D,4141,4484
"Nunez, Jones and Fox Labs",False,Advanced,10,3D,4142,4485
Goodwin Ltd Hub,True,,14,1D,4143,4486
Hernandez-Brown Network,False,Basic,5,2D,4144,4487
Dixon-Snow Network,False,Basic,0,3D,4145,4488
Ramos PLC Hub,False,Advanced,11,3D,4146,4489
Ayala-Ortiz Labs,False,Full,12,3D,4147,4490
"Schultz, Turner and Harrison Labs",True,Basic,15,4D,4148,4491
Castro Group Labs,False,,1,2D,4149,4492
Ellison Inc Studios,True,Advanced,11,1D,4150,4493
Moran PLC Studios,True,Advanced,3,1D,4151,4494
Burke-Garcia Labs,True,,16,1D,4152,4495
Lee-Collins Studios,True,,4,1D,4153,4496
"Hampton, Franklin and Moody Network",True,,8,3D,4154,4497
Smith-Jackson Labs,False,Full,6,3D,4155,4498
Baldwin-Martin Studios,False,Advanced,4,2D,4156,4499
Brown-Marshall Labs,True,Advanced,7,4D,4157,4500
"Allen, Stephens and Acosta Hub",False,Basic,8,3D,4158,4501
Parrish-Norton Studios,False,,15,1D,4159,4502
"Walker, Koch and Tapia Network",True,,17,4D,4160,4503
"Garcia, Smith and Fleming Network",True,,9,1D,4161,4504
West and Sons Hub,False,Full,11,4D,4162,4505
Mclean-Nixon Labs,True,Advanced,8,3D,4163,4506
Morgan-Garrett Studios,True,Advanced,14,4D,4164,4507
"Perez, Goodman and Thompson Labs",False,Advanced,11,4D,4165,4508
Page-Fitzgerald Labs,False,Full,4,4D,4166,4509
Davis Ltd Studios,False,Full,11,4D,4167,4510
"Wells, Cruz and Frost Hub",True,,19,4D,4168,4511
Mitchell Ltd Studios,False,Full,11,4D,4169,4512
"Hanna, Morales and Boone Network",False,Basic,15,4D,4170,4513
Keith-Dickerson Network,True,,4,1D,4171,4514
"Smith, Sanchez and Compton Network",True,,8,4D,4172,4515
Houston-West Labs,False,,3,1D,4173,4516
Chambers Inc Studios,False,,19,3D,4174,4517
Day and Sons Labs,True,Advanced,14,3D,4175,4518
Diaz-Owens Network,False,Basic,12,3D,4176,4519
"Costa, Brown and Freeman Hub",True,Advanced,5,1D,4177,4520
Roman Ltd Hub,False,,19,3D,4178,4521
"Wood, Shaw and Haas Hub",True,Basic,16,3D,4179,4522
Phillips Inc Hub,False,,2,1D,4180,4523
Howell-Gutierrez Studios,False,Basic,16,2D,4181,4524
Caldwell Inc Studios,False,,10,2D,4182,4525
Valenzuela-Richardson Labs,True,Full,9,1D,4183,4526
Jensen PLC Network,True,Full,13,1D,4184,4527
Petty LLC Network,True,Full,12,4D,4185,4528
Hardy-Choi Network,False,,15,4D,4186,4529
Barnett-Hobbs Hub,True,Basic,18,1D,4187,4530
"Blevins, Gonzales and Newton Network",True,Advanced,9,3D,4188,4531
Flores and Sons Hub,False,Basic,17,2D,4189,4532
"Harris, Franklin and Edwards Hub",False,,10,3D,4190,4533
Davis-Lewis Hub,True,,10,3D,4191,4534
Brown LLC Network,False,Basic,4,4D,4192,4535
"Dean, Curtis and Nguyen Hub",False,Full,12,4D,4193,4536
Townsend PLC Network,False,Basic,2,4D,4194,4537
Jordan-Combs Network,True,,7,1D,4195,4538
Bell-Lee Hub,True,Advanced,9,1D,4196,4539
"Thomas, Acevedo and Church Network",True,Basic,2,2D,4197,4540
"Thompson, Ruiz and Gordon Studios",False,Advanced,10,3D,4198,4541
"Russell, Buchanan and Choi Labs",False,Full,15,3D,4199,4542
Green Ltd Network,True,,6,2D,4200,4543
Brown Ltd Network,True,Advanced,1,4D,4201,4544
Stephens Inc Labs,True,Full,18,1D,2359,4545
Stephens Inc Labs,True,Full,18,1D,4202,4546
Oliver Group Network,True,Full,13,4D,4203,4547
Silva and Sons Hub,False,Advanced,17,2D,4204,4548
Olson Group Network,False,Full,4,2D,4205,4549
Henderson-Lyons Labs,True,Advanced,11,4D,4206,4550
"Cuevas, Payne and Tucker Network",False,Advanced,4,2D,4207,4551
Rogers-Ferguson Hub,False,Full,20,3D,4208,4552
Wolfe and Sons Studios,True,,20,4D,4209,4553
Molina Ltd Hub,False,Full,14,1D,4210,4554
Clay Group Network,False,,15,3D,2834,4555
Clay Group Network,False,,15,3D,4211,4556
Carroll and Sons Studios,False,Basic,11,3D,4212,4557
"Jones, Palmer and Becker Network",True,Basic,1,2D,4213,4558
Dudley LLC Network,True,Basic,12,3D,4214,4559
"Santos, Reid and Cruz Studios",True,,8,4D,4215,4560
"Scott, Clark and Webb Network",True,,14,1D,4216,4561
"Lee, Freeman and Cole Network",True,Advanced,13,3D,4217,4562
Johnston PLC Network,False,Basic,15,2D,4218,4563
"Cook, Thomas and Young Studios",False,Full,4,2D,4219,4564
Spencer PLC Network,False,Advanced,20,4D,4220,4565
Mills-Robinson Studios,True,Advanced,15,1D,4221,4566
Rivas-Hines Network,False,Advanced,14,2D,4222,4567
Cruz Group Studios,True,,10,1D,4223,4568
Carter-Rowe Studios,False,Advanced,4,4D,4224,4569
Hood Inc Hub,True,Advanced,6,3D,4225,4570
Lawson PLC Hub,False,Full,9,2D,4226,4571
Peck-Savage Labs,False,Basic,10,3D,4227,4572
Beck-Mahoney Hub,False,Basic,9,4D,4228,4573
Wade Group Labs,True,Full,13,2D,4229,4574
"Swanson, Finley and Torres Hub",True,Basic,11,3D,4230,4575
Williams LLC Network,True,Full,20,3D,2304,4576
Williams LLC Network,True,Full,20,3D,2491,4577
Williams LLC Network,True,Full,20,3D,4231,4578
"Jones, Stout and Perkins Hub",False,,17,3D,4232,4579
Guerra Inc Labs,False,Basic,15,3D,4233,4580
Valdez-Medina Network,True,,3,4D,4234,4581
Cruz-Spencer Network,True,Full,1,4D,4235,4582
Rivera-Huynh Studios,True,Full,2,3D,4236,4583
Fuller-Brown Hub,False,Advanced,11,2D,4237,4584
Sloan PLC Network,False,Basic,5,2D,4238,4585
Lewis-Long Studios,True,Full,14,3D,4239,4586
Gordon Group Studios,False,Full,11,1D,4240,4587
Rodriguez Inc Hub,True,Full,12,1D,4241,4588
"Roberts, Williams and Jones Network",False,Full,9,3D,4242,4589
Ryan-Jimenez Hub,False,Basic,1,4D,4243,4590
Duncan and Sons Hub,False,,9,2D,4244,4591
"Davis, Williams and Carter Hub",True,Advanced,16,4D,4245,4592
Combs Ltd Studios,True,Basic,6,4D,4246,4593
Baldwin-Smith Studios,False,Advanced,12,3D,4247,4594
"Fowler, Figueroa and Rivera Network",True,Advanced,0,2D,4248,4595
Lynch-Rice Labs,False,Advanced,19,4D,4249,4596
Smith-Taylor Studios,False,,17,3D,4250,4597
Lawrence LLC Studios,False,,0,4D,4251,4598
"Nelson, Archer and Ortiz Labs",False,Basic,20,2D,4252,4599
Mills-Duncan Hub,True,,12,2D,4253,4600
Lloyd Ltd Network,True,Full,16,4D,4254,4601
"Landry, Jenkins and Young Network",False,Full,3,3D,4255,4602
"Roberts, Dawson and Diaz Labs",True,,0,3D,4256,4603
Whitaker-Bowman Studios,False,,3,4D,4257,4604
Singleton LLC Labs,False,Advanced,0,3D,4258,4605
Bowers and Sons Studios,False,Advanced,7,1D,4259,4606
Richardson LLC Labs,False,Basic,9,3D,4260,4607
"Foster, Carpenter and Walker Labs",False,Full,14,4D,4261,4608
Parker-Brady Studios,False,Basic,0,2D,4262,4609
Fernandez-Jennings Labs,False,Full,3,1D,4263,4610
Mcneil-Smith Studios,False,Advanced,0,3D,4264,4611
Olson-Dixon Studios,True,Full,3,4D,4265,4612
"Glenn, Cox and Schmidt Labs",True,Advanced,4,3D,4266,4613
"Kirby, White and Freeman Network",False,Full,16,1D,4267,4614
"Wilson, Jones and Lee Studios",False,Advanced,18,4D,4268,4615
Hernandez-Wallace Labs,True,Basic,16,3D,4269,4616
Wade-Ballard Hub,True,,13,2D,4270,4617
Harris and Sons Labs,True,Basic,20,3D,4271,4618
"Kim, Arroyo and Ward Studios",True,Basic,4,3D,4272,4619
Rodriguez Group Studios,True,Full,6,3D,4273,4620
Castillo Group Studios,True,Full,11,3D,4274,4621
"Holloway, Wagner and Ramirez Hub",True,,9,4D,4275,4622
"Stevens, Anderson and Sanders Studios",False,,8,1D,4276,4623
Kennedy Ltd Hub,True,Advanced,5,2D,4277,4624
Stephenson Group Studios,False,,4,3D,4278,4625
"Brown, Church and Davis Studios",False,Basic,1,2D,4279,4626
"Cantu, Walker and Jimenez Hub",True,Advanced,3,1D,4280,4627
Contreras PLC Hub,False,Advanced,19,2D,4281,4628
Fowler-Contreras Hub,True,Advanced,12,1D,4282,4629
Hamilton and Sons Studios,False,Full,18,4D,4283,4630
"Walsh, Ward and Page Network",True,Advanced,1,3D,4284,4631
"Kelley, Garcia and Baker Hub",False,Advanced,20,3D,4285,4632
"Weaver, Erickson and Young Hub",True,,11,4D,4286,4633
Rose Group Network,True,Advanced,2,2D,4287,4634
Hopkins-Green Studios,False,Advanced,14,2D,4288,4635
"Riddle, Graham and Robles Studios",True,Basic,12,4D,4289,4636
"Shepard, Conway and Davis Labs",True,,1,2D,4290,4637
"Gomez, Smith and Sims Studios",True,Full,4,1D,4291,4638
"Cooper, Velez and Hodge Network",False,Basic,19,3D,4292,4639
"Charles, Campos and Ward Studios",False,Basic,11,4D,4293,4640
"Walker, Stanton and Hawkins Network",True,Advanced,7,4D,4294,4641
Frank Group Hub,True,Advanced,16,4D,4295,4642
Roach-Palmer Hub,False,Full,3,3D,4296,4643
Wilkinson and Sons Network,True,Full,2,4D,4297,4644
Collins Ltd Network,False,Advanced,19,4D,4298,4645
Cabrera Inc Hub,False,Advanced,3,2D,4299,4646
"Chang, Lang and Yates Network",False,Full,3,4D,4300,4647
Campbell-Webster Hub,True,Basic,16,3D,4301,4648
"Jackson, Lopez and Richards Labs",False,Basic,15,1D,4302,4649
Mcdonald-Bell Studios,True,Advanced,9,2D,4303,4650
"Silva, Alvarez and Moore Hub",True,,19,3D,4304,4651
Dennis-Burke Network,False,Basic,14,1D,4305,4652
Mcmillan-Calderon Hub,False,Advanced,18,1D,4306,4653
"Noble, Smith and Reynolds Network",False,Basic,5,3D,4307,4654
Campbell Group Studios,True,Advanced,3,3D,4308,4655
Moore-Ryan Network,False,,1,1D,4309,4656
"Herring, Watson and Walker Hub",False,Full,8,1D,4310,4657
"Hunter, Hawkins and Hart Studios",True,Basic,0,2D,4311,4658
"Thornton, Jones and Zimmerman Hub",False,Basic,20,3D,4312,4659
Watson-Johnson Labs,True,Advanced,8,2D,4313,4660
Parker-Ray Network,True,Advanced,16,4D,4314,4661
"Williams, Hernandez and Berry Labs",True,,5,3D,4315,4662
"Bird, Lopez and Lee Labs",True,Full,18,1D,4316,4663
Cooper-Oconnor Labs,True,Advanced,20,4D,4317,4664
Dyer-Kim Labs,False,,20,1D,4318,4665
"Jackson, Fisher and Osborne Hub",False,,6,1D,4319,4666
Miranda Inc Network,True,,9,2D,4320,4667
Smith Group Network,False,Full,16,1D,4115,4668
Smith Group Network,False,Full,16,1D,4321,4669
Smith Group Network,False,Full,16,1D,4568,4670
Smith Group Network,False,Full,16,1D,4777,4671
Brandt Group Studios,False,,4,1D,4322,4672
"Marshall, Phillips and Moore Network",True,,7,4D,4323,4673
Davidson Inc Labs,False,Full,19,2D,4324,4674
"Gilbert, Kerr and Davis Network",True,,18,3D,4325,4675
"Ochoa, Turner and Rogers Hub",False,Basic,7,1D,4326,4676
"Curry, Burgess and Stuart Labs",False,Advanced,14,3D,4327,4677
Weaver-Ruiz Labs,False,Advanced,1,4D,4328,4678
Stanton-Brock Labs,True,Full,10,3D,4329,4679
Howard LLC Labs,False,Advanced,20,2D,4330,4680
"Lamb, Quinn and Williams Hub",True,,12,3D,4331,4681
West-Hogan Hub,True,Basic,17,4D,4332,4682
"Patterson, Reed and Flowers Hub",False,,14,1D,4333,4683
"Mclaughlin, Taylor and Sweeney Hub",False,Basic,13,3D,4334,4684
"Jacobs, Scott and Weaver Studios",True,Advanced,1,3D,4335,4685
"Ramirez, Yu and Hanson Network",True,Advanced,19,3D,4336,4686
Maldonado LLC Studios,False,,17,2D,4337,4687
Martin-Parker Labs,False,Full,2,2D,4338,4688
"Lee, Clark and Bishop Labs",False,Full,9,3D,4339,4689
Ferguson Group Network,True,Full,14,1D,4340,4690
Howard-Patel Hub,True,Full,6,4D,4341,4691
Banks LLC Hub,True,Advanced,1,2D,4342,4692
Bell-Patel Network,False,Full,8,2D,4343,4693
"Nelson, Duarte and Davis Network",False,Advanced,14,1D,4344,4694
"Johnson, Gonzalez and Kelley Studios",False,Advanced,6,4D,4345,4695
"Johnson, Lam and Richardson Labs",False,Advanced,12,3D,4346,4696
Jones-Hudson Labs,False,Advanced,13,4D,4347,4697
Mclaughlin-Cruz Network,False,,2,4D,4348,4698
Sanchez and Sons Network,False,Basic,1,3D,4349,4699
Wells-Schaefer Network,False,Basic,18,1D,4350,4700
"Hayes, Stafford and Taylor Network",False,Advanced,7,3D,4351,4701
Berry-Haynes Hub,True,Basic,11,1D,4352,4702
"Murphy, Wilson and Allison Network",True,Basic,12,2D,4353,4703
Cummings-Smith Hub,False,Basic,16,3D,4354,4704
Marshall PLC Hub,False,Basic,12,3D,2597,4705
Marshall PLC Hub,False,Basic,12,3D,2688,4706
Marshall PLC Hub,False,Basic,12,3D,4355,4707
Parrish-Smith Network,False,Full,12,3D,4356,4708
"Wood, Walker and Silva Hub",False,Advanced,11,1D,4357,4709
"Larsen, Herrera and Murray Labs",True,Full,12,1D,4358,4710
"Campos, Logan and Fitzgerald Labs",True,Full,11,3D,4359,4711
"Chavez, Kelly and Rodriguez Hub",True,Basic,13,3D,4360,4712
Cunningham Group Studios,True,Full,11,4D,843,4713
Cunningham Group Studios,True,Full,11,4D,4361,4714
Pacheco and Sons Hub,False,Advanced,13,2D,4362,4715
Vaughn and Sons Hub,True,Advanced,5,4D,4363,4716
"Smith, Davis and Hammond Studios",False,Advanced,17,2D,4364,4717
"Watson, Fox and Tucker Hub",False,Basic,4,4D,4365,4718
Turner and Sons Network,True,,16,4D,4366,4719
Small-Willis Studios,False,Advanced,8,2D,4367,4720
Mccarthy LLC Labs,False,Full,17,1D,4368,4721
Barrett-Sanchez Network,True,,13,4D,4369,4722
Stevens-Young Studios,False,Basic,1,2D,4370,4723
Thomas Ltd Labs,True,Advanced,17,2D,4371,4724
Dunn Ltd Hub,True,Basic,2,4D,4372,4725
Warren-Melton Hub,True,Advanced,19,1D,4373,4726
"Lee, Lee and Ramos Hub",False,Advanced,16,4D,4374,4727
Clay-Charles Studios,True,Full,15,2D,4375,4728
Mccoy PLC Labs,True,Advanced,17,4D,4376,4729
"Wood, Cook and Smith Hub",True,Full,14,3D,4377,4730
Williamson Inc Labs,True,,2,4D,4378,4731
Maxwell-Andrade Labs,True,,18,3D,4379,4732
Huerta-Ramsey Network,True,Full,17,1D,4380,4733
Smith Inc Labs,False,Full,3,4D,1725,4734
Smith Inc Labs,False,Full,3,4D,3338,4735
Smith Inc Labs,False,Full,3,4D,3452,4736
Smith Inc Labs,False,Full,3,4D,4381,4737
Perry PLC Studios,True,Advanced,0,1D,4382,4738
Lewis-Bailey Labs,False,Full,1,3D,4383,4739
Bell-Salazar Studios,False,Basic,12,2D,4384,4740
West Ltd Network,False,,6,3D,4385,4741
Patterson LLC Network,False,Basic,4,3D,166,4742
Patterson LLC Network,False,Basic,4,3D,4386,4743
Thompson-Price Network,False,Advanced,2,3D,4387,4744
Moon PLC Labs,True,,5,2D,4388,4745
Carter-Campbell Studios,False,Full,16,1D,4389,4746
Savage Group Network,False,Full,7,3D,4390,4747
Taylor Ltd Hub,False,Advanced,6,4D,4391,4748
Richards-Delgado Labs,True,Full,2,1D,4392,4749
Santiago and Sons Labs,False,Full,20,4D,4393,4750
Freeman LLC Network,True,Advanced,8,2D,4394,4751
"Morris, White and Adams Hub",False,Advanced,16,1D,4395,4752
"Gill, Flores and Martinez Hub",True,,18,4D,4396,4753
"Howell, Roberson and Torres Hub",True,,2,1D,4397,4754
"Moore, Roman and Haynes Network",False,Full,4,3D,4398,4755
Boyd-Ingram Hub,True,Full,18,3D,4399,4756
Mcknight Ltd Labs,True,Full,5,1D,4400,4757
"Moore, Bowen and Hill Labs",True,Full,20,4D,4401,4758
Rodriguez LLC Studios,True,Full,11,2D,3837,4759
Rodriguez LLC Studios,True,Full,11,2D,4402,4760
Johnson-Robbins Labs,True,Basic,8,3D,4403,4761
"Hernandez, Jordan and Davenport Studios",True,Basic,15,1D,4404,4762
"Shannon, Vaughn and Cole Studios",True,Full,11,1D,4405,4763
Jones-Compton Studios,False,Full,15,3D,4406,4764
"Zavala, Glenn and Turner Hub",False,Full,6,4D,4407,4765
Gregory LLC Labs,False,,5,2D,4408,4766
"Henderson, Chavez and Barton Network",False,Full,12,3D,4409,4767
Esparza-Thompson Labs,False,Basic,20,1D,4410,4768
Hale-Simmons Network,True,Full,9,4D,4411,4769
Rios LLC Studios,True,Advanced,13,2D,4412,4770
Henry LLC Network,False,Full,16,4D,4413,4771
Miller-Thomas Hub,False,Basic,18,3D,4414,4772
"York, Cohen and Roberts Network",True,,9,4D,4415,4773
Schmitt-Bauer Network,False,,4,3D,4416,4774
Brown-Duncan Studios,True,,15,2D,4417,4775
Sanchez Ltd Network,True,,8,1D,4418,4776
"Richmond, Mullins and Ray Labs",False,Advanced,14,2D,4419,4777
Lewis-Powell Hub,False,Full,14,3D,4420,4778
Frederick LLC Studios,False,,1,3D,1197,4779
Frederick LLC Studios,False,,1,3D,4421,4780
Cox-Hart Hub,False,Full,9,4D,4422,4781
"James, Strong and Ferrell Labs",True,,6,2D,4423,4782
Robinson-Cooper Labs,False,Basic,16,1D,4424,4783
"Simmons, Rhodes and Wise Studios",True,Basic,12,1D,4425,4784
"Whitaker, Gonzales and Reeves Labs",True,,18,3D,4426,4785
Howell LLC Labs,False,Basic,5,1D,4427,4786
"Manning, Leach and Rowe Studios",True,Full,13,1D,4428,4787
Bond PLC Network,True,Full,18,3D,4429,4788
Miller PLC Network,True,,6,4D,4430,4789
Hernandez LLC Studios,True,,2,1D,2870,4790
Hernandez LLC Studios,True,,2,1D,4431,4791
Davis Ltd Labs,False,Basic,20,3D,1264,4792
Davis Ltd Labs,False,Basic,20,3D,4432,4793
Wright-Adams Studios,True,,12,4D,4433,4794
"Gould, Merritt and White Labs",False,,17,3D,4434,4795
"Webb, Robbins and Sanchez Studios",False,,2,4D,4435,4796
Reeves-Rodriguez Network,True,,7,2D,4436,4797
Smith-Roberts Hub,True,Basic,8,3D,4437,4798
Ballard and Sons Labs,True,Advanced,10,1D,4438,4799
Briggs Ltd Labs,True,Full,4,4D,4439,4800
Pearson-Heath Labs,True,Advanced,8,2D,4440,4801
Wu Inc Labs,True,Basic,13,4D,4441,4802
Jackson Group Studios,True,,8,3D,2812,4803
Jackson Group Studios,True,,8,3D,4442,4804
"Williams, Anderson and Acosta Hub",True,Full,1,4D,4443,4805
"Woods, Coleman and Moore Studios",False,Advanced,7,4D,4444,4806
Wright LLC Studios,False,Full,12,2D,4445,4807
Vargas LLC Hub,False,,0,2D,4446,4808
Williams Inc Labs,True,,19,2D,4447,4809
Gregory-Hall Network,False,,20,1D,4448,4810
Saunders-Gibbs Labs,False,Advanced,6,2D,4449,4811
Jenkins-Molina Labs,True,Advanced,1,1D,4450,4812
Hawkins-Austin Network,True,Full,7,4D,4451,4813
"Jordan, Guzman and Parks Labs",False,Advanced,18,2D,4452,4814
"Johnston, Moreno and Pratt Labs",False,,3,4D,4453,4815
Norton Inc Studios,True,Advanced,6,3D,4454,4816
Spencer-Savage Studios,True,Basic,7,3D,4455,4817
"White, Hall and Fernandez Studios",True,Advanced,4,3D,4456,4818
Wood Ltd Network,False,Full,7,1D,4457,4819
"Jones, Thomas and Morris Labs",True,Basic,20,1D,4458,4820
Kim and Sons Network,True,Basic,0,4D,4459,4821
Brown LLC Hub,False,,1,1D,4460,4822
"Mayo, Baldwin and Bowen Studios",False,,17,1D,4461,4823
Rivas LLC Network,True,,1,1D,4462,4824
Scott Inc Hub,True,Basic,7,3D,4463,4825
White PLC Studios,True,Full,14,4D,4464,4826
Yates Inc Labs,True,,7,3D,4465,4827
"Olson, Carter and Chandler Studios",False,Basic,1,4D,4466,4828
"Hill, Riley and Lopez Network",True,Basic,14,2D,4467,4829
