Channel Name,Total Videos,Total Subscribers,Members Count,AI Generated Content (%),Engagement Score,Content Value Index,Channel ID
Wiley-Taylor Network,475,361408,327277,38,5713.83,12.1,4540
"Jones, Carney and Sanchez Hub",468,1251251,184162,50,19782.16,25.5,4541
"Bowen, Taylor and Campbell Hub",465,9482272,499690,62,149913.8,26.3,4542
Berry Ltd Studios,167,749076,282839,29,11842.82,13.599999999999998,4543
Ferguson Inc Labs,245,7132509,232110,93,112764.27,32.099999999999994,4544
Arnold-Hernandez Labs,442,2003681,93041,13,31678.0,15.8,4545
Kaufman and Sons Network,58,2080576,117961,97,32893.7,33.3,4546
Garcia-Moreno Hub,477,3161535,320697,40,49983.56,24.6,4547
Henderson LLC Network,293,3519216,409254,21,55638.46,14.7,4548
Graham LLC Hub,283,9258597,138291,17,146377.52,16.299999999999997,4549
Thompson-Petersen Hub,410,5373248,449426,83,84950.53,25.6,4550
Knight-Murphy Labs,473,5957699,139284,97,94190.64,37.5,4551
Rush-Garcia Studios,329,1199625,70011,31,18965.95,17.0,4552
"Garrison, Mitchell and Miller Network",329,5024775,45721,30,79441.2,11.1,4553
"Mcintyre, Mitchell and Evans Hub",373,9377714,350776,44,148260.74,26.5,4554
Smith-French Hub,339,8371356,167609,97,132350.32,29.8,4555
"Miller, Hopkins and Sherman Hub",173,1431460,392250,13,22631.24,15.8,4556
Green and Sons Network,300,814671,460915,83,12879.87,33.3,4557
Higgins-Rice Network,67,8356287,74832,25,132112.08,10.3,4558
Johnson Ltd Studios,166,9073274,437061,5,143447.58,12.0,4559
Archer-Dyer Hub,235,7381311,462355,17,116697.81,13.499999999999998,4560
Mckenzie Ltd Network,329,9924291,10674,21,156902.07,16.099999999999998,4561
Cooper-Elliott Labs,297,5434283,302080,76,85915.48,30.5,4562
"Medina, Kramer and Martinez Network",170,3173667,370082,71,50175.37,28.3,4563
Robinson Ltd Network,455,4669053,426556,85,73817.27,25.5,4564
"Moore, Hicks and Jones Network",351,5890832,432551,49,93133.48,22.4,4565
Ponce-Armstrong Network,463,3159044,188462,52,49944.18,16.3,4566
Cantu-Carter Studios,215,4966712,486600,46,78523.23,21.5,4567
Smith Group Network,428,5020680,287072,11,79376.46,8.899999999999999,4115
Smith Group Network,428,5020680,287072,11,79376.46,8.899999999999999,4321
Smith Group Network,428,5020680,287072,11,79376.46,8.899999999999999,4568
Smith Group Network,428,5020680,287072,11,79376.46,8.899999999999999,4777
Johnson-Johnson Hub,337,4593856,241083,36,72628.42,23.4,4569
Ramirez-Singleton Labs,275,7619320,216892,5,120460.71,14.8,4570
"Gomez, Turner and Allen Hub",488,2369864,333371,28,37467.32,17.5,4571
Welch PLC Network,372,4847085,229089,83,76631.94,31.9,4572
"Ortega, Harper and Reid Studios",205,6873824,5244,78,108674.49,26.9,4573
"Richards, Burke and Gilmore Network",425,3023620,3043,42,47803.14,13.3,4574
Holloway LLC Hub,435,5950512,472378,70,94077.01,32.2,4575
Greene-Mendez Labs,329,5977148,53801,76,94498.13,29.1,4576
Vaughn-Padilla Hub,447,6071951,35785,35,95996.95,19.6,4577
"Salazar, Roberts and Garza Hub",473,5786100,294237,14,91477.68,6.3,4578
Pollard Group Studios,284,9807049,289860,72,155048.49,30.7,4579
Gibson Ltd Studios,131,81211,179412,45,1283.94,15.6,4580
Bernard Inc Hub,77,4543935,162902,0,71839.17,0.0,4581
Harris-Henry Studios,93,1904598,401227,12,30111.51,5.699999999999999,4582
Adams and Sons Studios,481,5372295,441626,7,84935.46,10.499999999999998,1357
Adams and Sons Studios,481,5372295,441626,7,84935.46,10.499999999999998,4583
Wilson Inc Studios,169,9072438,58881,92,143434.36,36.7,4584
Barrett-Smith Studios,478,9029,407360,75,142.75,27.4,4585
King Group Network,90,8884748,22114,78,140467.0,33.2,4586
Garrett-Robinson Studios,295,487641,408948,6,7709.56,3.9,4587
Parker LLC Studios,483,446407,432142,40,7057.65,23.9,4588
"Warren, Ball and Smith Studios",81,4335115,331718,35,68537.75,24.5,4589
Lambert LLC Hub,495,5266863,228731,55,83268.59,24.9,4590
Morgan-Collins Studios,404,1609800,281454,18,25450.78,8.899999999999999,4591
Taylor-Moses Hub,213,5775545,203130,83,91310.8,25.6,4592
Moore Group Labs,108,7523315,161211,96,118942.88,38.6,926
Moore Group Labs,108,7523315,161211,96,118942.88,38.6,1138
Moore Group Labs,108,7523315,161211,96,118942.88,38.6,4593
Moore Group Labs,108,7523315,161211,96,118942.88,38.6,4872
Perry Group Network,487,220190,208613,56,3481.18,20.3,4594
Mcclure and Sons Hub,150,2457023,371689,92,38845.29,39.5,4595
Johnson-Butler Hub,274,8577250,146812,14,135605.49,9.1,4596
Lewis-Alvarez Labs,74,8042286,284902,52,127147.76,20.5,4597
"Chavez, Wood and Davis Hub",353,1104607,462657,34,17463.73,10.2,4598
Hunter Inc Studios,143,3522707,44559,22,55693.65,16.4,4599
"Black, Campbell and White Network",391,3490292,65946,4,55181.18,3.3,4600
Dalton Ltd Studios,174,8889298,30746,39,140538.93,22.9,4601
Brown PLC Network,321,8147189,275905,3,128806.26,2.3,4602
Morton-Drake Labs,150,579262,222403,2,9158.08,13.9,4603
Chase-Brown Hub,115,1528138,381664,16,24159.71,8.3,4604
Anderson Ltd Studios,432,1335518,335919,35,21114.41,16.8,4605
Clayton-Murphy Labs,308,9486383,39497,29,149978.79,18.5,4606
Williams Ltd Studios,190,1646326,411202,27,26028.25,14.4,270
Williams Ltd Studios,190,1646326,411202,27,26028.25,14.4,4607
"Reynolds, Thomas and Gray Network",332,7471161,276752,53,118118.33,21.5,4608
Cardenas PLC Labs,434,9152858,276618,12,144705.79,11.3,4609
"Gardner, Shah and Henson Studios",153,1338669,362391,70,21164.23,35.0,4610
Coleman-Jimenez Network,201,8075302,95410,63,127669.74,19.6,4611
Roberts-Allen Hub,105,305093,436174,21,4823.49,8.399999999999999,4612
Wood-Copeland Studios,168,4717021,20098,41,74575.64,17.2,4613
"Livingston, Holloway and Schneider Network",435,5154037,156421,42,81484.82,18.2,4614
"Andersen, Skinner and Myers Studios",290,8779918,3694,27,138809.65,8.1,4615
Rodriguez PLC Network,444,6011060,319321,3,95034.27,12.1,4616
Aguirre-Hanna Labs,63,2176698,265533,51,34413.38,19.5,4617
"Martinez, Moore and Petersen Hub",187,1377785,389358,77,21782.65,31.5,4618
Charles Group Studios,394,409831,202541,9,6479.39,4.799999999999999,4619
Williams-Stanton Network,277,1872155,4007,87,29598.59,29.6,4620
"Reeves, Nelson and Stewart Labs",73,1797367,167279,88,28416.2,26.4,4621
"Horn, Murray and Ortiz Network",302,7707756,305715,83,121858.87,29.8,4622
"Maynard, Kline and Pittman Studios",382,1855954,272981,21,29342.45,7.0,4623
"Sellers, Rogers and Armstrong Network",362,8626828,462475,14,136389.31,13.3,4624
"Daniels, Flynn and Clark Labs",170,9643185,47964,74,152457.81,29.2,4625
Nelson Inc Hub,232,3814404,204195,71,60305.36,27.6,4626
"Flores, Phillips and Lee Hub",102,5459606,307350,78,86315.84,33.9,4627
Hancock Inc Studios,119,7995210,312307,80,126403.49,34.5,4628
"Hall, Johnson and Jackson Network",216,2638605,333247,85,41716.09,36.7,4629
"Lowe, Powell and Adams Studios",108,5599178,214917,78,88522.46,25.5,4630
Holland Group Studios,464,470009,487620,16,7430.8,12.5,4631
"Craig, Brown and Henderson Labs",357,7010997,208366,80,110843.18,31.7,4632
Hicks-Oneal Studios,387,2963877,219116,43,46858.61,19.9,4633
"Lewis, Acosta and Lane Labs",409,6043604,251287,4,95548.79,10.999999999999998,4634
"Combs, Wagner and Swanson Network",348,5209526,482201,86,82362.1,37.0,4635
"Valentine, Williamson and Bryant Network",474,2091054,82807,67,33059.36,34.099999999999994,4636
Robertson-Schwartz Network,268,5020571,141457,60,79374.74,22.2,4637
"Barber, Shaffer and Myers Network",202,2688370,268345,96,42502.87,28.8,4638
Alvarado-King Labs,359,3606836,435212,70,57023.73,24.5,4639
Stone PLC Hub,246,3133250,37554,98,49536.38,42.7,4640
Smith-Shaw Network,272,3381254,354068,10,53457.3,5.8,4641
Willis Ltd Labs,499,1258431,148441,20,19895.67,18.6,4642
Payne LLC Hub,217,9538730,80774,36,150806.39,16.4,4643
Perez Ltd Network,215,5731830,436074,75,90619.67,35.8,4644
Mueller-Garcia Hub,218,9689275,361820,49,153186.49,17.5,4645
Baker Ltd Labs,148,7854639,371402,61,124181.08,19.7,791
Baker Ltd Labs,148,7854639,371402,61,124181.08,19.7,4646
"Salazar, Welch and Jones Studios",88,4648387,168027,23,73490.54,14.599999999999998,4647
Olson-Jackson Studios,437,100830,14217,81,1594.11,30.6,4648
"Lawrence, Chavez and Gardner Network",248,4042942,78965,81,63918.52,30.6,4649
Warren-Smith Studios,102,9245700,164673,39,146173.61,18.7,4650
White-Hogan Network,238,6906452,12029,74,109190.33,36.2,4651
Sampson-Cochran Hub,366,2106616,208335,10,33305.39,11.4,4652
Sanchez-Flores Network,282,400686,9667,30,6334.81,9.7,4653
Wall Group Network,191,5510497,405929,43,87120.42,26.9,4654
"Singleton, Collins and Benson Hub",486,4602480,325928,60,72764.76,23.6,4655
Robertson Inc Network,347,3238268,326270,62,51196.7,24.9,4656
Harrison Inc Hub,222,1163685,479078,96,18397.75,34.4,4657
Lawrence-Atkinson Network,100,2274056,120731,0,35952.6,1.4,4658
Barrett Group Hub,316,8899441,415898,7,140699.29,10.499999999999998,4659
Eaton-Harvey Hub,487,90147,51297,71,1425.22,33.2,4660
Edwards Group Hub,83,4390056,205697,21,69406.36,14.7,4661
Burton Group Labs,266,4605718,239904,33,72815.95,22.5,4662
Cobb-Clarke Studios,105,3449338,316150,0,54533.7,1.4,4663
Garrett Inc Labs,113,2770413,412915,91,43799.96,31.5,4664
Cox-Cox Network,429,4211462,99365,86,66582.8,31.4,4665
"Sloan, Mcknight and Rodriguez Labs",144,9230771,496172,25,145937.59,14.5,4666
"Colon, Williams and Nunez Studios",389,2461327,261036,78,38913.34,31.1,4667
Woodard PLC Labs,340,8271225,388496,0,130767.26,2.8,4668
"Taylor, Evans and Dudley Labs",354,7857716,213823,51,124229.72,22.3,4669
"Cook, James and Sandoval Labs",267,1394397,425277,29,22045.28,20.6,4670
Smith-Austin Network,177,7812035,248650,79,123507.51,23.7,4671
"Craig, Green and Rivera Labs",345,5738238,492571,25,90720.98,13.8,4672
"Myers, Campbell and Castillo Network",458,5827286,406224,5,92128.82,11.3,4673
"Thomas, Wilson and Clark Hub",354,8953564,169554,19,141554.97,16.9,4674
Malone Group Labs,139,1996901,491238,5,31570.81,1.5,4675
"Riley, Reed and Ward Hub",51,8372446,403016,76,132367.55,33.3,4676
Cohen Group Hub,468,8326390,322331,51,131639.41,23.7,4677
Ferguson PLC Studios,50,7935061,15273,64,125452.54,32.5,4678
Thompson Inc Labs,88,7805803,214336,47,123408.98,23.2,4679
"Rivera, Wood and Bishop Studios",172,4699956,234001,26,74305.85,16.2,4680
"Hall, Yang and Reyes Network",446,204693,487542,33,3236.18,14.1,4681
Powell-Stanton Network,198,3376885,358766,22,53388.22,14.3,4682
Vargas LLC Network,271,6141191,242127,78,97091.63,32.5,4683
Garcia Ltd Hub,118,4688463,84120,90,74124.14,41.0,1080
Garcia Ltd Hub,118,4688463,84120,90,74124.14,41.0,4684
Morgan Inc Labs,240,568058,457196,92,8980.94,36.0,4685
Wright-Jackson Studios,487,6077204,28702,31,96080.0,10.7,4686
Bright-Ramos Network,182,4958398,73633,6,78391.79,3.9,4687
Williams-Pearson Studios,76,2303206,110821,50,36413.46,27.6,4688
"Mitchell, Deleon and Ross Hub",396,5349248,366060,56,84571.09,18.2,4689
Montes LLC Hub,110,4522221,6603,86,71495.87,32.1,4690
Barrett Inc Network,412,4210715,374062,94,66570.99,34.5,4691
"Smith, White and Murphy Hub",201,1238268,122637,33,19576.9,18.3,4692
Dodson Group Hub,311,4295526,116358,66,67911.85,25.4,4693
Bennett-Shepherd Labs,381,457314,258639,37,7230.09,14.6,4694
Clarke PLC Studios,425,4496704,388868,17,71092.45,12.1,3428
Clarke PLC Studios,425,4496704,388868,17,71092.45,12.1,4695
"Colon, Brooks and Gray Studios",439,7039853,497385,23,111299.39,17.4,4696
Allen-Werner Network,442,9401201,209483,51,148632.07,23.7,4697
"Cabrera, Nichols and Casey Studios",370,9322608,452251,83,147389.52,31.2,4698
Watson Inc Hub,211,985116,121679,76,15574.59,24.9,4699
"Li, Sanchez and Mcpherson Studios",462,2004914,13613,89,31697.49,32.3,4700
"Brock, King and Faulkner Labs",116,6025965,40315,90,95269.92,30.5,4701
Scott PLC Network,492,5557851,247425,71,87869.08,29.0,4702
Shepard-Blake Network,156,4438709,352174,14,70175.56,17.5,4703
Marsh Inc Studios,255,3917348,148570,87,61932.89,36.6,4704
"Wilcox, Mathis and Oconnell Labs",70,432220,233905,100,6833.36,38.4,4705
Hooper Ltd Studios,486,4036415,387204,58,63815.33,20.9,4706
"Smith, Singh and Lambert Hub",412,2147230,203467,52,33947.5,15.6,4707
Gardner-Jackson Studios,488,7111379,412160,43,112430.21,26.9,4708
Guerra-Glenn Hub,307,5440826,446960,64,86018.93,24.1,4709
Miller Group Labs,175,6581072,328347,96,104046.11,37.9,4710
"Rhodes, English and Becker Labs",311,799008,214752,25,12632.24,15.2,4711
Lowe LLC Studios,210,6751017,83620,82,106732.92,31.6,4712
"Hunt, Williams and Anderson Studios",205,7919455,49182,100,125205.81,34.2,4713
Robles LLC Network,435,5091975,489989,35,80503.63,21.7,4714
"Rodriguez, Kelly and Morton Hub",399,2855606,53251,31,45146.85,9.999999999999998,4715
Carter-Sampson Network,414,8863326,361044,78,140128.32,36.7,4716
Owen and Sons Network,160,6968068,245857,7,110164.48,7.699999999999999,4717
Morse-Banks Labs,290,4230881,260543,17,66889.82,8.6,4718
Morse and Sons Labs,101,2370055,24277,19,37470.34,10.6,4719
Kaufman-Ortiz Hub,202,5350431,125339,29,84589.79,22.7,4720
Walters Ltd Hub,111,7168983,63931,20,113340.92,9.5,4721
"Singleton, Villegas and Baker Hub",124,4420777,83678,19,69892.05,15.5,4722
Brown-Lopez Labs,151,9651041,343735,47,152582.02,19.0,4723
Pena LLC Network,140,6227065,239132,24,98449.29,11.4,4724
Norton-Stephens Network,126,6348403,429483,7,100367.63,15.4,4725
"Bell, Jennings and Blake Labs",328,6991898,64670,13,110541.23,3.9,4726
Shaw-Pierce Studios,124,1871720,339722,1,29591.71,12.9,4727
Davis and Sons Studios,272,921188,466006,35,14563.89,16.8,1422
Davis and Sons Studios,272,921188,466006,35,14563.89,16.8,4728
Kennedy-Garcia Labs,92,7053785,290094,10,111519.65,15.6,4729
Petersen-Smith Hub,338,6577321,261952,95,103986.8,38.3,4730
"Myers, Jordan and Walters Network",144,3126025,271212,15,49422.15,10.8,4731
Whitaker-Sullivan Labs,126,4852000,90350,36,76709.65,17.099999999999998,4732
Rogers Group Network,166,1134274,21153,96,17932.76,33.7,4733
Shaw PLC Studios,71,6342711,149974,80,100277.64,31.0,4734
"Little, Moore and Nelson Labs",491,7482465,396108,86,118297.04,31.4,4735
"Perez, Kelly and Lee Network",392,751567,449956,67,11882.2,27.8,4736
"Barnes, Lopez and Bass Network",350,7609777,179980,84,120309.83,30.8,4737
"Obrien, Joyce and Walker Labs",86,5807249,96132,57,91812.04,22.7,4738
Contreras PLC Studios,306,3487666,431358,25,55139.66,18.7,4739
Watson-Martin Network,299,8606209,398006,30,136063.32,20.2,4740
Newman-Davis Labs,362,1062369,312473,18,16795.95,13.799999999999995,4741
Sanchez LLC Hub,399,7203696,203121,19,113889.73,13.4,441
Sanchez LLC Hub,399,7203696,203121,19,113889.73,13.4,4742
Carrillo-Brown Labs,497,9764821,343762,20,154380.87,7.4,4743
Smith Group Labs,474,3729901,49091,68,58969.37,26.7,960
Smith Group Labs,474,3729901,49091,68,58969.37,26.7,4744
Robertson and Sons Studios,107,4704045,322036,81,74370.49,27.8,4745
Hernandez Ltd Hub,256,3716191,198260,56,58752.62,16.8,1404
Hernandez Ltd Hub,256,3716191,198260,56,58752.62,16.8,4746
"Williams, Hahn and Vega Studios",497,5092942,359335,99,80518.92,40.2,4747
Henderson-Hudson Network,192,6715983,471436,73,106179.04,33.8,4748
Martinez Inc Studios,334,4104825,489372,46,64896.88,13.8,4749
Shaw Inc Hub,208,4624453,260891,65,73112.15,30.7,4750
Fox Group Hub,421,8312171,479146,49,131414.61,14.7,4751
"Hernandez, Knapp and Hunter Network",451,8997256,261258,42,142245.74,15.4,4752
Miller-Pope Labs,360,571778,153217,7,9039.75,5.6,4753
"Jones, Molina and Hansen Hub",290,8098921,351126,43,128043.15,22.7,4754
Moore-Cortez Labs,192,962359,179300,3,15214.8,7.199999999999999,4755
Adkins-Price Hub,387,8385341,420914,84,132571.42,35.7,4756
"Castillo, Davis and Jones Network",312,9211315,117360,80,145629.99,26.8,4757
Thomas-Johnson Labs,417,6959382,216239,91,110027.15,37.1,4758
Baxter PLC Studios,112,9876042,18288,58,156139.26,23.0,4759
Mitchell-Farmer Network,319,1537437,306135,35,24306.73,11.2,4760
Boone LLC Labs,235,7350149,325467,48,116205.14,16.5,4761
Smith Inc Hub,271,878214,25691,59,13884.48,29.6,317
Smith Inc Hub,271,878214,25691,59,13884.48,29.6,1099
Smith Inc Hub,271,878214,25691,59,13884.48,29.6,1746
Smith Inc Hub,271,878214,25691,59,13884.48,29.6,4762
Russell and Sons Hub,480,1385709,176883,58,21907.92,27.9,4763
"Gibson, Thompson and Garcia Hub",68,1191308,492867,66,18834.46,20.5,4764
"Adams, Dean and Brown Studios",388,4884261,274768,28,77219.69,16.1,4765
Morales-Lopez Labs,339,2549429,5821,16,40306.22,13.9,4766
"Perez, Owens and Pugh Network",305,492460,342268,85,7785.74,29.7,4767
Compton PLC Studios,226,9384085,441228,64,148361.47,26.9,4768
"Clark, Jones and Martin Network",328,5568313,415076,6,88034.49,15.8,4769
Owens Ltd Studios,239,9698978,160635,37,153339.9,16.7,4770
"Leonard, Robertson and Walker Studios",330,4267594,124527,32,67470.24,9.6,4771
Mendez PLC Network,281,4333034,80916,32,68504.84,10.3,4772
"Garrison, Walker and Smith Network",298,3671165,290432,22,58040.76,20.6,4773
"Willis, Mack and Graham Studios",164,6112634,434396,66,96640.15,31.0,4774
Hoover-Benson Studios,243,6755000,60298,51,106795.89,16.7,4775
Lynn and Sons Hub,462,8616765,368153,63,136230.21,30.8,4776
Smith Group Network,454,9044789,1124,71,142997.23,34.6,4115
Smith Group Network,454,9044789,1124,71,142997.23,34.6,4321
Smith Group Network,454,9044789,1124,71,142997.23,34.6,4568
Smith Group Network,454,9044789,1124,71,142997.23,34.6,4777
Diaz-Allen Hub,274,1678381,104636,95,26535.04,30.6,4778
Stevenson Inc Network,292,2086736,158091,52,32991.09,28.9,4779
"Richardson, White and Wallace Network",302,2321916,346842,53,36709.27,20.8,4780
Lucas-Peterson Labs,136,9083782,70765,61,143613.71,30.2,4781
Hopkins and Sons Studios,163,3695927,117917,49,58432.25,16.099999999999998,4782
Moore-Watts Network,309,330914,174857,80,5231.72,26.1,4783
Lopez PLC Hub,386,9473664,389252,81,149777.7,32.0,4784
Beck-Lee Hub,381,7096326,393402,57,112192.22,24.8,4785
Grant-Ford Hub,405,4660156,492285,6,73676.61,3.2,4786
"Davis, Schmidt and Sanders Studios",398,9621129,144877,85,152109.11,32.5,4787
Hill-Ball Network,434,2077830,194031,1,32850.29,1.0,4788
Tran-Perez Labs,130,4403753,147426,19,69622.91,12.7,4789
Jones and Sons Labs,451,3245140,350482,80,51305.35,26.8,4790
Gardner Ltd Network,53,3630386,420288,85,57396.05,28.3,4791
Horton-Foley Labs,420,6273551,318787,12,99184.23,7.1,4792
"Moran, Miller and Cordova Network",148,653945,146831,51,10338.81,20.9,4793
"Sweeney, Gates and Bentley Network",183,6430911,173235,30,101672.08,20.9,4794
Cooper and Sons Network,266,7950237,305545,98,125692.47,35.7,4795
"Clarke, Hughes and Singh Labs",229,6852795,16954,31,108342.02,9.999999999999998,4796
Myers-Medina Studios,66,2013175,383037,8,31828.1,2.4,4797
Kennedy and Sons Hub,216,5146152,128814,86,81360.16,35.6,4798
Vargas-Orozco Hub,477,2904530,130662,1,45920.34,11.5,4799
"Poole, Morales and Gordon Labs",74,4718711,265997,68,74602.36,32.3,4800
Fox LLC Labs,430,9436613,465378,78,149191.93,27.6,4801
"Newman, Robinson and Benson Labs",278,487486,429592,19,7707.11,14.8,4802
Howard PLC Studios,445,2620730,498555,53,41433.49,22.9,4803
"Hardy, Short and Brown Labs",174,6829782,420027,58,107978.19,23.0,4804
"Wise, Young and Molina Studios",204,825929,30978,99,13057.86,36.7,4805
Anderson-Martin Hub,397,8165318,451335,83,129092.88,24.9,4806
Charles Ltd Network,62,5493846,293252,50,86857.17,19.2,4807
White-Mendoza Studios,312,9326010,321438,22,147443.31,9.4,4808
Hamilton PLC Hub,50,973820,38980,63,15396.0,21.7,4809
Coffey PLC Network,106,8390844,171622,15,132658.43,12.2,4810
"Reese, Evans and Moore Network",405,8042175,106824,8,127146.0,10.8,4811
Rangel-Miranda Hub,108,9333979,246892,49,147569.3,25.2,4812
Ponce-Olson Network,264,6920800,339862,94,109417.17,39.4,4813
